Artist_x,Title,PeakPos,Duration,Date,id,Acousticness,Album,AlbumType,Artist_y,Danceability,DateS,Energy,Explicit,Genre,Instrumentalness,Key,Label,Length,Liveness,Loudness,Speechiness,Tempo,Track,TrackNumber,Valence
Ed Sheeran,New Man,72.0,1.0,2017-03-25,695,0.0559,÷ (Deluxe),album,Ed Sheeran,0.78,2017-03-03,0.745,0.0,['pop'],0.0,7.0,Atlantic Records UK,189280.0,0.0595,-3.97,0.145,94.026,New Man,8.0,0.862
Ed Sheeran,Supermarket Flowers,75.0,1.0,2017-03-25,696,0.914,÷ (Deluxe),album,Ed Sheeran,0.589,2017-03-03,0.242,0.0,['pop'],0.0,6.0,Atlantic Records UK,221106.0,0.0887,-10.517,0.0442,89.749,Supermarket Flowers,12.0,0.257
Ed Sheeran,What Do I Know?,83.0,1.0,2017-03-25,697,0.251,÷ (Deluxe),album,Ed Sheeran,0.838,2017-03-03,0.492,0.0,['pop'],0.0,1.0,Atlantic Records UK,237333.0,0.262,-5.69,0.038,115.092,What Do I Know?,10.0,0.895
Ed Sheeran,How Would You Feel (Paean),41.0,2.0,2017-03-11,698,0.424,÷ (Deluxe),album,Ed Sheeran,0.617,2017-03-03,0.439,0.0,['pop'],0.0,9.0,Atlantic Records UK,280533.0,0.127,-5.63,0.0269,139.979,How Would You Feel (Paean),11.0,0.242
Ed Sheeran,Eraser,90.0,1.0,2017-03-25,699,0.086,÷ (Deluxe),album,Ed Sheeran,0.64,2017-03-03,0.812,0.0,['pop'],0.0,8.0,Atlantic Records UK,227426.0,0.0509,-5.647,0.0834,86.013,Eraser,1.0,0.914
Future Drake,Used To This,14.0,18.0,2016-11-26,700,0.0312,Used to This,single,Future,0.618,2016-11-04,0.727,1.0,"['pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0.0,3.0,Epic/Freebandz/A1,180520.0,0.196,-7.224,0.208,164.992,Used to This,1.0,0.401
Ed Sheeran,Hearts Don't Break Around Here,93.0,1.0,2017-03-25,701,0.719,÷ (Deluxe),album,Ed Sheeran,0.604,2017-03-03,0.366,0.0,['pop'],0.0,7.0,Atlantic Records UK,248413.0,0.162,-7.881,0.0267,105.177,Hearts Don't Break Around Here,9.0,0.181
Ed Sheeran,Barcelona,96.0,1.0,2017-03-25,702,0.448,÷ (Deluxe),album,Ed Sheeran,0.747,2017-03-03,0.76,0.0,['pop'],0.0,1.0,Atlantic Records UK,191146.0,0.153,-4.294,0.187,99.975,Barcelona,13.0,0.682
Thomas Rhett,Star Of The Show,45.0,19.0,2016-11-19,703,0.14,Tangled Up (Deluxe),album,Thomas Rhett,0.691,2016-10-28,0.624,0.0,"['contemporary country', 'country', 'country road', 'modern country rock']",0.0,7.0,"The Valory Music Co., LLC",181200.0,0.168,-5.874,0.027,101.988,Star Of The Show,14.0,0.662
Blake Shelton,A Guy With A Girl,42.0,17.0,2016-12-03,704,0.0158,If I'm Honest,album,Blake Shelton,0.552,2016-05-20,0.893,0.0,"['contemporary country', 'country', 'country road', 'modern country rock']",0.0,0.0,Warner Bros.,189466.0,0.105,-4.593,0.0383,163.948,A Guy With a Girl,8.0,0.777
Shawn Mendes,Treat You Better,6.0,39.0,2016-06-25,705,0.118,Illuminate,album,Shawn Mendes,0.672,2017-04-20,0.81,0.0,"['canadian pop', 'pop', 'viral pop']",0.0,10.0,Island Records,187973.0,0.106,-4.104,0.226,82.888,Treat You Better,4.0,0.771
DJ Suede The Remix God,Cash Me Outside (#CashMeOutside),72.0,3.0,2017-03-04,706,0.0471,Cash Me Outside (#CashMeOutside) [feat. Danielle Bregoli],single,DJ Suede The Remix God,0.981,2017-01-31,0.417,1.0,['dwn trap'],0.359,11.0,Fast Life World Wide,129384.0,0.103,-10.732,0.134,122.044,Cash Me Outside (#CashmeOutside) (feat. Danielle Bregoli),1.0,0.262
Lana Del Rey,Love,44.0,2.0,2017-03-11,707,0.451,Lust For Life,album,Lana Del Rey,0.32,2017-07-21,0.376,0.0,['pop'],0.00198,10.0,Polydor,272742.0,0.11,-10.885,0.033,98.132,Love,1.0,0.225
21 Savage Metro Boomin,No Heart,43.0,19.0,2016-11-12,708,0.136,Savage Mode,album,21 Savage,0.906,2016-07-15,0.444,1.0,"['pop', 'rap', 'trap music']",6.44e-05,4.0,"Slaughter Gang, LLC",235040.0,0.173,-8.692,0.384,140.063,No Heart,2.0,0.678
Gucci Mane Nicki Minaj,Make Love,78.0,1.0,2017-03-18,709,0.00528,Mr. Davis,album,Gucci Mane,0.972,2017-10-13,0.563,1.0,"['dirty south rap', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0.00257,11.0,Guwop Enterprises/Atlantic,300160.0,0.111,-6.983,0.156,129.984,Make Love,13.0,0.217
John Legend,Love Me Now,23.0,19.0,2016-10-29,710,0.572,Love Me Now,single,John Legend,0.416,2016-10-07,0.773,0.0,"['neo soul', 'pop', 'r&b', 'urban contemporary']",0.0,8.0,Columbia,210306.0,0.105,-3.784,0.0949,122.65,Love Me Now,1.0,0.716
PARTYNEXTDOOR,Not Nice,82.0,7.0,2017-02-04,711,0.0253,PARTYNEXTDOOR 3 (P3),album,PARTYNEXTDOOR,0.598,2016-08-12,0.496,0.0,"['dance pop', 'indie r&b', 'pop', 'pop rap', 'r&b', 'rap', 'trap music', 'urban contemporary']",0.00132,0.0,OVO Sound/Warner Bros.,202661.0,0.12,-9.309,0.0804,128.06,Not Nice,4.0,0.725
D.R.A.M. Lil Yachty,Broccoli,5.0,37.0,2016-07-02,712,0.236,Broccoli,single,DRAM,0.886,2016-04-06,0.525,1.0,"['hip hop', 'indie r&b', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0.0,8.0,#1EpicCheck LLC / EMPIRE,225205.0,0.057,-7.39,0.132,145.99,Broccoli,1.0,0.708
Niall Horan,This Town,20.0,22.0,2016-10-15,713,0.711,This Town,single,Niall Horan,0.69,2016-09-29,0.407,0.0,"['pop', 'post-teen pop']",0.0,9.0,Capitol Records (US1A),232600.0,0.126,-7.739,0.0297,111.916,This Town,1.0,0.181
Future,Rent Money,54.0,1.0,2017-03-11,714,0.0331,FUTURE,album,Future,0.694,2017-06-30,0.493,1.0,"['pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",2.04e-06,1.0,Epic/Freebandz/A1,265366.0,0.431,-8.581,0.373,166.457,Rent Money,1.0,0.313
Hey Violet,Guys My Age,68.0,5.0,2017-02-11,715,0.12,From The Outside,album,Hey Violet,0.688,2017-06-16,0.687,1.0,"['dance pop', 'indie poptimism', 'pixie', 'pop', 'post-teen pop', 'teen pop']",0.0,8.0,Capitol Records (CAP),213694.0,0.0792,-5.332,0.0356,122.043,Guys My Age,3.0,0.269
Dustin Lynch,Seein' Red,55.0,9.0,2017-01-14,716,0.054,Current Mood,album,Dustin Lynch,0.651,2017-09-08,0.808,0.0,"['contemporary country', 'country', 'country road', 'modern country rock']",0.0,1.0,Broken Bow Records,194893.0,0.0482,-4.731,0.0435,100.993,Seein' Red,2.0,0.858
Future,Super Trapper,91.0,1.0,2017-03-11,717,0.423,FUTURE,album,Future,0.816,2017-06-30,0.414,1.0,"['pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0.0,1.0,Epic/Freebandz/A1,230129.0,0.125,-7.953,0.119,150.008,Super Trapper,5.0,0.197
Calum Scott,Dancing On My Own,93.0,2.0,2017-02-11,718,0.817,Only Human (Deluxe),album,Calum Scott,0.673,2018-03-09,0.189,0.0,['pop'],4.71e-05,1.0,Capitol Records (US1A),260285.0,0.0767,-8.655,0.0339,112.599,Dancing On My Own,7.0,0.201
Big Sean Eminem,No Favors,22.0,3.0,2017-02-25,719,0.608,I Decided.,album,Big Sean,0.58,2017-02-03,0.768,1.0,"['detroit hip hop', 'hip hop', 'indie r&b', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap music']",1.05e-06,11.0,Getting Out Our Dreams Inc. (G.O.O.D.) Music / IDJ,325840.0,0.342,-5.482,0.386,124.719,No Favors,4.0,0.351
Future,Zoom,99.0,1.0,2017-03-11,720,0.0145,FUTURE,album,Future,0.852,2017-06-30,0.438,1.0,"['pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0.0,9.0,Epic/Freebandz/A1,278429.0,0.263,-7.673,0.426,150.945,Zoom,3.0,0.627
Hailee Steinfeld Grey Zedd,Starving,12.0,29.0,2016-08-20,721,0.39,Starving,single,Hailee Steinfeld,0.712,2016-07-22,0.62,0.0,"['dance pop', 'pop', 'post-teen pop']",0.0,4.0,Universal Records,181880.0,0.0994,-4.187,0.0888,99.953,Starving,1.0,0.494
Zay Hilfigerrr Zayion McCall,Juju On That Beat (TZ Anthem),5.0,21.0,2016-10-08,722,0.00381,Juju On That Beat (TZ Anthem),single,Zay Hilfigerrr,0.807,2016-09-30,0.887,0.0,[],0.0,1.0,"Tha Lights Global, INC/Atlantic Recording Corp",144244.0,0.391,-3.892,0.275,160.517,Juju On That Beat (TZ Anthem),1.0,0.78
Nick Jonas Nicki Minaj,Bom Bidi Bom,54.0,1.0,2017-03-04,723,0.145,Fifty Shades Darker (Original Motion Picture Soundtrack),compilation,Nick Jonas,0.71,2017-02-10,0.511,0.0,"['dance pop', 'pop', 'post-teen pop', 'r&b', 'viral pop']",0.0,6.0,Fifty Shades Darker,214760.0,0.131,-6.442,0.0424,86.995,Bom Bidi Bom,8.0,0.183
Sia,Helium,71.0,1.0,2017-03-04,724,0.51,Fifty Shades Darker (Original Motion Picture Soundtrack),compilation,Sia,0.435,2017-02-10,0.401,0.0,"['australian dance', 'australian pop', 'dance pop', 'pop']",0.0,4.0,Fifty Shades Darker,252320.0,0.077,-6.721,0.0301,136.837,Helium,9.0,0.133
Romeo Santos,Heroe Favorito,77.0,1.0,2017-03-04,725,0.659,Golden,album,Romeo Santos,0.799,2017-07-21,0.655,0.0,"['bachata', 'latin', 'tropical']",0.0,1.0,Sony Music Latin,239823.0,0.135,-6.34,0.0485,128.038,Héroe Favorito,13.0,0.82
Kaleo,Way Down We Go,54.0,8.0,2017-01-14,726,0.579,A/B,album,Kaleo,0.489,2016-06-10,0.505,0.0,['modern alternative rock'],0.000333,10.0,Elektra (NEK),213706.0,0.104,-8.022,0.117,163.255,Way Down We Go,2.0,0.337
Kodak Black,Everything 1K,84.0,1.0,2017-03-04,727,0.153,Lil Big Pac,album,Kodak Black,0.517,2016-06-10,0.61,1.0,"['pop', 'rap', 'southern hip hop', 'trap music']",0.0,1.0,Dollaz N Dealz Ent,186592.0,0.416,-6.373,0.372,135.498,Everything 1k,1.0,0.163
Brett Eldredge,Wanna Be That Song,46.0,20.0,2016-10-22,728,0.00256,Party Tyme Karaoke - Country Party Pack 6,album,Party Tyme Karaoke,0.571,2018-06-08,0.537,0.0,[],0.044,9.0,Sybersound Records,235101.0,0.121,-10.878,0.032,143.922,Wanna Be That Song (Made Popular By Brett Eldredge) [Karaoke Version],9.0,0.274
Rihanna,Sex With Me,83.0,15.0,2016-08-06,729,0.326,ANTI (Deluxe),album,Rihanna,0.619,2016-01-28,0.539,1.0,"['dance pop', 'pop', 'r&b', 'urban contemporary']",0.0,1.0,Universal Music Group,206400.0,0.106,-5.688,0.0409,112.006,Sex With Me,16.0,0.39
G-Eazy Marc E. Bassy,Some Kind Of Drug,97.0,3.0,2017-02-18,730,0.0705,When It's Dark Out,album,G-Eazy,0.586,2015-12-04,0.525,1.0,"['indie pop rap', 'pop', 'rap']",0.0,0.0,BPG/RVG/RCA Records,222466.0,0.0729,-8.968,0.498,126.51,Some Kind Of Drug,13.0,0.491
Sia Sean Paul,Cheap Thrills,1.0,52.0,2016-03-05,731,0.0561,Cheap Thrills,single,Sia,0.592,2016-02-11,0.8,0.0,"['australian dance', 'australian pop', 'dance pop', 'pop']",2.01e-06,6.0,Monkey Puzzle Records/RCA Records,224813.0,0.0775,-4.931,0.215,89.972,Cheap Thrills,1.0,0.728
The Chainsmokers Daya,Don't Let Me Down,3.0,52.0,2016-02-27,732,0.157,Don't Let Me Down,single,The Chainsmokers,0.532,2016-02-05,0.869,0.0,"['edm', 'pop', 'tropical house']",0.00508,11.0,Disruptor Records/Columbia,208373.0,0.136,-5.094,0.172,159.803,Don't Let Me Down,1.0,0.422
Sia Kendrick Lamar,The Greatest,18.0,23.0,2016-09-24,733,0.0102,This Is Acting (Deluxe Version),album,Sia,0.668,2016-10-21,0.725,0.0,"['australian dance', 'australian pop', 'dance pop', 'pop']",0.000479,1.0,Monkey Puzzle Records/RCA Records,210226.0,0.0561,-6.127,0.266,191.944,The Greatest,14.0,0.729
Lady Gaga,Bad Romance,2.0,35.0,2017-02-25,734,0.00305,The Fame Monster,album,Lady Gaga,0.697,2009,0.921,1.0,"['dance pop', 'pop', 'post-teen pop']",3.65e-05,0.0,Interscope,294573.0,0.0831,-3.75,0.0391,118.99,Bad Romance,1.0,0.721
Fitz And The Tantrums,HandClap,53.0,20.0,2016-10-15,735,0.00609,Fitz and The Tantrums (Deluxe),album,Fitz and The Tantrums,0.636,2017-07-24,0.836,0.0,"['indie pop', 'indie poptimism', 'indietronica', 'la indie', 'modern alternative rock', 'modern rock', 'pop quebecois']",0.000157,8.0,Elektra (NEK),193253.0,0.0828,-3.004,0.0427,139.956,HandClap,2.0,0.715
Big Sean,Halfway Off The Balcony,74.0,1.0,2017-02-25,736,0.36,I Decided.,album,Big Sean,0.529,2017-02-03,0.809,1.0,"['detroit hip hop', 'hip hop', 'indie r&b', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap music']",0.0,8.0,Getting Out Our Dreams Inc. (G.O.O.D.) Music / IDJ,230960.0,0.242,-6.554,0.269,125.285,Halfway Off The Balcony,9.0,0.136
Big Sean,Jump Out The Window,76.0,1.0,2017-02-25,737,0.147,I Decided.,album,Big Sean,0.745,2017-02-03,0.714,1.0,"['detroit hip hop', 'hip hop', 'indie r&b', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap music']",0.0,1.0,Getting Out Our Dreams Inc. (G.O.O.D.) Music / IDJ,213693.0,0.132,-6.729,0.0768,136.972,Jump Out The Window,5.0,0.554
Big Sean,Owe Me,86.0,1.0,2017-02-25,738,0.388,I Decided.,album,Big Sean,0.611,2017-02-03,0.611,1.0,"['detroit hip hop', 'hip hop', 'indie r&b', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap music']",0.0,8.0,Getting Out Our Dreams Inc. (G.O.O.D.) Music / IDJ,271693.0,0.113,-8.751,0.143,142.187,Owe Me,8.0,0.38
Ariana Grande John Legend,Beauty And The Beast,87.0,1.0,2017-02-25,739,0.142,La Bella y La Bestia (Banda Sonora Original en Español),compilation,Ariana Grande,0.484,2017-03-10,0.543,0.0,"['dance pop', 'pop', 'post-teen pop']",0.0,6.0,Walt Disney Records,227933.0,0.105,-7.005,0.0281,81.326,Beauty and the Beast,18.0,0.301
Mariah Carey YG,I Don't,89.0,1.0,2017-02-25,740,0.126,I Don't,single,Mariah Carey,0.419,2017-02-03,0.616,0.0,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']",0.0,5.0,Epic,256214.0,0.0636,-5.382,0.253,203.551,I Don't,1.0,0.33
Maren Morris,80s Mercedes,74.0,13.0,2016-11-05,741,0.0665,HERO (Deluxe Edition),album,Maren Morris,0.485,2017-03-17,0.834,0.0,['contemporary country'],0.0,9.0,Columbia Nashville,211767.0,0.28,-5.413,0.0715,90.933,80s Mercedes,5.0,0.659
Sage The Gemini,Now & Later,93.0,1.0,2017-02-25,742,0.273,Morse Code,album,Sage The Gemini,0.781,2017-07-21,0.57,0.0,"['dance pop', 'hyphy', 'pop', 'pop rap', 'rap', 'trap music']",0.0,11.0,Global Gemini,193181.0,0.196,-5.874,0.188,107.059,Now and Later,15.0,0.858
Big Sean Jeremih,Light,97.0,1.0,2017-02-25,743,0.831,I Decided.,album,Big Sean,0.578,2017-02-03,0.608,1.0,"['detroit hip hop', 'hip hop', 'indie r&b', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap music']",0.0,7.0,Getting Out Our Dreams Inc. (G.O.O.D.) Music / IDJ,210506.0,0.108,-5.997,0.0507,84.932,Light,2.0,0.199
Migos Travis Scott,Kelly Price,58.0,2.0,2017-02-18,744,0.53,Culture,album,Migos,0.745,2017-01-27,0.685,1.0,"['pop', 'rap', 'trap music']",0.0,4.0,Quality Control Music,363934.0,0.176,-5.7,0.0313,121.977,Kelly Price (feat. Travis Scott),12.0,0.437
Keith Urban,Blue Ain't Your Color,24.0,21.0,2016-10-01,745,0.606,Ripcord,album,Keith Urban,0.686,2016-05-06,0.417,0.0,"['australian country', 'contemporary country', 'country', 'country road']",1.79e-06,7.0,Keith Urban LP9,230600.0,0.0844,-7.787,0.0363,82.407,Blue Ain't Your Color,7.0,0.451
Migos,Call Casting,62.0,1.0,2017-02-18,746,0.0962,Culture,album,Migos,0.852,2017-01-27,0.727,1.0,"['pop', 'rap', 'trap music']",0.0,1.0,Quality Control Music,232705.0,0.154,-4.851,0.267,130.014,Call Casting,3.0,0.496
Major Lazer PARTYNEXTDOOR Nicki Minaj,Run Up,66.0,1.0,2017-02-18,747,0.105,Run Up,single,Major Lazer,0.803,2017-01-26,0.743,1.0,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop']",2.12e-06,1.0,Mad Decent,203180.0,0.099,-3.602,0.0681,108.005,Run Up,1.0,0.674
Missy Elliott Lamb,I'm Better,71.0,1.0,2017-02-18,748,0.374,I'm Better (feat. Lamb),single,Missy Elliott,0.926,2017-01-27,0.354,1.0,"['dance pop', 'hip hop', 'hip pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",0.0,10.0,Goldmind/Atlantic,213120.0,0.49,-10.773,0.511,105.005,I'm Better (feat. Lamb),1.0,0.561
Migos,Get Right Witcha,72.0,1.0,2017-02-18,749,0.0646,Culture,album,Migos,0.95,2017-01-27,0.743,1.0,"['pop', 'rap', 'trap music']",1.19e-05,10.0,Quality Control Music,257545.0,0.103,-5.861,0.238,136.98,Get Right Witcha,5.0,0.62
Granger Smith,If The Boot Fits,80.0,3.0,2017-01-28,750,0.0252,Remington,album,Granger Smith,0.528,2016-03-04,0.928,0.0,"['contemporary country', 'country', 'country road', 'modern country rock', 'outlaw country', 'redneck', 'texas country']",2.88e-06,3.0,Wheelhouse Records,170093.0,0.0467,-5.743,0.0456,162.069,If the Boot Fits,4.0,0.885
Carrie Underwood,Dirty Laundry,48.0,16.0,2016-11-05,751,0.0595,Storyteller,album,Carrie Underwood,0.456,2015-10-23,0.874,0.0,"['contemporary country', 'country', 'country dawn', 'dance pop', 'pop', 'post-teen pop']",1.12e-05,10.0,19 Recordings Limited / Arista Nashville,204093.0,0.111,-4.129,0.114,200.179,Dirty Laundry,2.0,0.5
Andy Grammer,Fresh Eyes,59.0,18.0,2016-10-22,752,0.562,Fresh Eyes,single,Andy Grammer,0.822,2016-01-01,0.544,0.0,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop']",2.4e-05,0.0,S-Curve Records,198001.0,0.144,-6.797,0.0332,122.047,Fresh Eyes,1.0,0.861
Migos DJ Khaled,Culture,93.0,1.0,2017-02-18,753,0.0379,Culture,album,Migos,0.825,2017-01-27,0.7,1.0,"['pop', 'rap', 'trap music']",0.0,11.0,Quality Control Music,153557.0,0.139,-5.098,0.243,132.996,Culture (feat. DJ Khaled),1.0,0.317
Rob $tone J. Davi$ Spooks,Chill Bill,29.0,26.0,2016-08-20,754,0.0312,Chill Bill,single,Rob $tone,0.886,2016-06-17,0.427,1.0,['underground hip hop'],0.00099,6.0,RCA Records Label,177184.0,0.0906,-10.028,0.145,108.034,Chill Bill,1.0,0.23
Major Lazer Justin Bieber MO,Cold Water,2.0,27.0,2016-08-13,755,0.055,Cold Water,single,Major Lazer,0.602,2016-07-22,0.797,0.0,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop']",0.0,6.0,Mad Decent PS (Bieber/Major Lazer),185360.0,0.187,-5.084,0.0534,92.928,Cold Water,1.0,0.492
John Mayer,Love On The Weekend,53.0,2.0,2016-12-10,756,0.547,Love on the Weekend,single,John Mayer,0.729,2016-11-17,0.546,0.0,"['neo mellow', 'pop', 'pop rock', 'singer-songwriter']",0.00287,7.0,Columbia,212626.0,0.0651,-9.305,0.0285,119.941,Love on the Weekend,1.0,0.406
Drake 21 Savage,Sneakin',28.0,14.0,2016-11-12,757,0.00479,Sneakin’,single,Drake,0.804,2016-10-24,0.56,1.0,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0.0,8.0,Cash Money Records/Motown Records,251333.0,0.164,-6.682,0.185,85.023,Sneakin’,1.0,0.272
Old Dominion,Song For Another Time,59.0,18.0,2016-10-15,758,0.125,Meat and Candy,album,Old Dominion,0.497,2015-11-06,0.805,0.0,"['contemporary country', 'country road']",0.0,11.0,RCA Records Label Nashville,191826.0,0.167,-3.995,0.0332,166.048,Song for Another Time,9.0,0.696
Flume Tove Lo,Say It,23.0,24.0,2015-11-07,759,0.0668,Skin,album,Flume,0.598,2016-05-27,0.532,1.0,"['australian alternative rock', 'australian dance', 'downtempo', 'pop']",3.22e-06,3.0,Mom+Pop,262521.0,0.0617,-6.833,0.0295,74.963,Say It (feat. Tove Lo),5.0,0.261
Ugly God,Water,80.0,4.0,2017-01-21,760,0.66,Water,single,Ugly God,0.8,2016-11-18,0.297,1.0,"['rap', 'trap music', 'underground hip hop', 'vapor trap']",0.000111,0.0,Asylum,139674.0,0.105,-13.1,0.407,140.051,Water,1.0,0.213
Wale Lil Wayne,Running Back,100.0,1.0,2017-02-11,761,0.0823,SHINE,album,Wale,0.587,2017-04-28,0.671,1.0,"['dance pop', 'dirty south rap', 'gangster rap', 'hip hop', 'indie r&b', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap music', 'urban contemporary']",0.0,2.0,MMG/Atlantic,215360.0,0.161,-4.48,0.144,127.133,Running Back (feat. Lil Wayne),2.0,0.1
Lil Uzi Vert,You Was Right,40.0,28.0,2016-07-30,762,0.069,Lil Uzi Vert Vs. The World,album,Lil Uzi Vert,0.843,2016-05-27,0.359,1.0,"['pop', 'rap', 'trap music']",0.0,0.0,Generation Now/Atlantic,163944.0,0.12,-7.417,0.461,81.987,You Was Right,5.0,0.156
Martin Garrix Bebe Rexha,In The Name Of Love,24.0,23.0,2016-09-03,763,0.109,In the Name of Love,single,Martin Garrix,0.501,2016-07-29,0.519,0.0,"['big room', 'edm', 'pop', 'progressive house', 'tropical house']",0.0,4.0,Epic Amsterdam,195706.0,0.454,-5.88,0.0409,133.99,In the Name of Love,1.0,0.168
Halsey,Not Afraid Anymore,77.0,1.0,2017-02-04,764,0.0026,Fifty Shades Darker (Original Motion Picture Soundtrack),compilation,Halsey,0.552,2017-02-10,0.742,0.0,"['dance pop', 'etherpop', 'indie poptimism', 'pop', 'post-teen pop']",5.93e-05,5.0,Fifty Shades Darker,226786.0,0.128,-6.935,0.0649,131.994,Not Afraid Anymore,2.0,0.43
21 Savage,Red Opps,74.0,5.0,2017-01-07,765,0.00908,Red Opps,single,21 Savage,0.703,2016-05-15,0.709,1.0,"['pop', 'rap', 'trap music']",0.0,9.0,Slaughter Gang LLC,163340.0,0.127,-6.452,0.402,140.998,Red Opps,1.0,0.569
J. Cole,Neighbors,13.0,6.0,2016-12-31,766,0.358,4 Your Eyez Only,album,J. Cole,0.894,2016-12-09,0.284,1.0,"['pop', 'pop rap', 'rap']",0.000487,11.0,Dreamville/Roc Nation/Interscope,216520.0,0.11,-13.002,0.33,138.944,Neighbors,7.0,0.413
A Boogie Wit da Hoodie DJ SPINKING,Timeless,86.0,4.0,2017-01-14,767,0.261,TBA,single,A Boogie Wit da Hoodie,0.569,2016-10-28,0.761,1.0,"['pop', 'rap', 'trap music']",6.71e-06,5.0,Highbridge The Label,184000.0,0.0748,-6.071,0.475,180.122,Timeless (DJ SPINKING),3.0,0.325
Chris Stapleton,Parachute,78.0,5.0,2016-12-10,768,0.014,Traveller,album,Chris Stapleton,0.639,2015-05-04,0.749,0.0,['contemporary country'],3.52e-05,6.0,Mercury Nashville,253200.0,0.154,-7.327,0.0297,113.033,Parachute,4.0,0.648
The Chainsmokers Phoebe Ryan,All We Know,18.0,16.0,2016-10-22,769,0.097,All We Know,single,The Chainsmokers,0.662,2016-09-29,0.586,0.0,"['edm', 'pop', 'tropical house']",0.00272,0.0,Disruptor Records/Columbia,194080.0,0.115,-8.821,0.0307,90.0,All We Know,1.0,0.296
Steve Aoki Louis Tomlinson,Just Hold On,52.0,6.0,2016-12-31,770,0.00383,Just Hold On,single,Steve Aoki,0.647,2016-12-12,0.932,0.0,"['big room', 'dance pop', 'edm', 'electro house', 'pop', 'tropical house']",1.5e-06,11.0,"Ultra Records, LLC",198774.0,0.0574,-3.515,0.0824,114.991,Just Hold On,1.0,0.374
Travis Scott,Beibs In The Trap,90.0,3.0,2017-01-21,771,0.24,Birds In The Trap Sing McKnight,album,Travis Scott,0.743,2016-09-16,0.571,1.0,"['pop', 'pop rap', 'rap', 'trap music']",0.0,7.0,Epic/Grand Hustle,213863.0,0.291,-6.054,0.145,119.054,beibs in the trap,5.0,0.495
