Acousticness,Album,Album Type,Artist,Danceability,Date,Energy,Explicit,Genre,Instrumentalness,Key,Label,Length,Liveness,Loudness,Speechiness,Tempo,Track,Track Number,Valence
0.171,Too Hotty,single,Quality Control,0.891,2017-08-25,0.399,1.0,"['pop', 'pop rap', 'rap', 'southern hip hop', 'trap music', 'vapor trap']",0.0,1.0,"Quality Control Music, LLC",297377.0,0.105,-7.282,0.188,130.025,Too Hotty,1.0,0.159
0.164,Odisea,album,Ozuna,0.748,2017-08-25,0.565,0.0,"['reggaeton', 'trap latino']",0.00169,7.0,VP Records Corp/Dimelo Vi,193226.0,0.103,-5.895,0.0476,175.92,Tú Foto,2.0,0.812
0.00711,Pharmacy,album,Galantis,0.506,2015-06-05,0.805,0.0,"['big room', 'dance pop', 'edm', 'pop', 'tropical house']",0.00193,1.0,Big Beat Records/Atlantic,227073.0,0.0856,-4.119,0.0469,126.008,Runaway (U & I),4.0,0.383
0.218,Shut Up Lets Dance,compilation,Luis Fonsi,0.699,2017-02-17,0.787,0.0,"['latin', 'latin pop']",0.0,2.0,"UMG Recordings, Inc.",228200.0,0.107,-5.09,0.0958,88.544,Despacito,26.0,0.843
0.231,Feel Good (feat. Daya),single,Gryffin,0.62,2017-03-03,0.71,0.0,"['big room', 'deep tropical house', 'edm', 'electro house', 'indie poptimism', 'pop', 'tropical house']",2.61e-06,2.0,Darkroom/Interscope Records,248156.0,0.21,-4.72,0.0354,137.968,Feel Good (feat. Daya),1.0,0.425
0.0281,Bring It Back,single,Rich The Kid,0.869,2018-06-08,0.615,0.0,"['pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",2.98e-06,1.0,Rich The Kid / (TDE/ISR PS),169516.0,0.105,-6.041,0.0943,85.053,Bring It Back,1.0,0.34
0.212,Plug Walk (feat. Ufo361) [Ufo361 Remix],single,Rich The Kid,0.873,2018-06-08,0.486,1.0,"['pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",1.52e-05,1.0,Rich The Kid / (TDE/ISR PS),175124.0,0.109,-6.897,0.11,94.989,Plug Walk (feat. Ufo361) - Ufo361 Remix,1.0,0.189
0.0624,Slingshot,single,Lil Xan,0.938,2017-10-19,0.813,1.0,['underground hip hop'],1.23e-06,7.0,Columbia,90746.0,0.0801,-6.872,0.27,122.984,Slingshot,1.0,0.73
0.0667,Blue Neighbourhood (Deluxe),album,Troye Sivan,0.621,2015-12-04,0.743,0.0,"['dance pop', 'pop', 'post-teen pop', 'viral pop']",0.0,7.0,UMG-EMI,185194.0,0.0822,-4.398,0.0422,91.51,YOUTH,10.0,0.596
0.0575,RECKLESS,album,NAV,0.81,2018-05-18,0.52,1.0,"['canadian hip hop', 'pop', 'rap', 'trap music']",0.0,7.0,Republic Records,201066.0,0.0879,-7.3,0.0793,130.088,Just Happened,7.0,0.142
0.000744,Life of a Dark Rose,album,Lil Skies,0.811,2017-12-12,0.642,1.0,"['rap', 'trap music']",0.0,8.0,All We Got Ent.,155473.0,0.0981,-6.161,0.0661,160.946,Big Money,7.0,0.546
0.577,Off The Gas (feat. Lil Skies),single,6 Dogs,0.669,2018-04-18,0.42,1.0,"['emo rap', 'underground hip hop', 'vapor trap']",2.22e-06,10.0,Benny Blanco Mad Love,192223.0,0.0998,-12.441,0.373,159.88,Off The Gas (feat. Lil Skies),1.0,0.573
0.0248,El Anillo,single,Jennifer Lopez,0.87,2018-04-26,0.691,0.0,"['dance pop', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",0.0,2.0,Sony Music Latin,176816.0,0.0861,-4.11,0.18,130.056,El Anillo,1.0,0.469
0.445,Summertime '06,album,Vince Staples,0.915,2015-06-30,0.54,1.0,"['escape room', 'hip hop', 'pop rap', 'rap', 'underground hip hop']",3.63e-05,7.0,Def Jam Recordings,183159.0,0.11,-6.578,0.0661,100.039,Norf Norf,3.0,0.111
0.198,Wife You Up,single,Russ,0.787,2017-09-22,0.508,0.0,"['hip hop', 'pop', 'rap']",0.0,6.0,Columbia,183253.0,0.0834,-7.786,0.137,83.975,Wife You Up,1.0,0.457
0.00476,reputation,album,Taylor Swift,0.56,2017-11-10,0.672,0.0,"['dance pop', 'pop', 'post-teen pop']",1.55e-06,2.0,"Big Machine Records, LLC",233626.0,0.0911,-6.662,0.15,171.986,Getaway Car,9.0,0.35
0.229,Good Thing,album,Leon Bridges,0.58,2018-05-04,0.687,0.0,"['modern blues', 'soul']",0.0,6.0,Columbia,240600.0,0.109,-5.4,0.106,76.014,Beyond,4.0,0.187
0.0575,Live Up To My Name,single,Baka Not Nice,0.943,2017-06-30,0.495,1.0,['canadian hip hop'],0.0,6.0,OVO Sound/Warner Bros.,180748.0,0.0952,-5.964,0.18,129.971,Live Up To My Name,1.0,0.573
0.554,Pull Up,single,Lil Mosey,0.655,2018-01-13,0.607,1.0,['vapor trap'],0.0,7.0,Mogul Vision / Interscope PS,183624.0,0.115,-5.815,0.0862,149.033,Pull Up,1.0,0.2
0.254,Some Time,single,Russ,0.873,2018-01-25,0.473,1.0,"['hip hop', 'pop', 'rap']",0.0,0.0,Columbia,197320.0,0.111,-6.529,0.0484,119.997,Some Time,1.0,0.465
0.333,Maintain,single,Belly,0.878,2018-04-06,0.62,1.0,"['boston rock', 'canadian hip hop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music', 'trap soul', 'underground hip hop']",0.0,2.0,Belly/Roc Nation,216240.0,0.391,-5.485,0.112,133.027,Maintain,1.0,0.218
0.171,Love Yourself 承 'Her',album,BTS,0.856,2017-09-18,0.617,0.0,['k-pop'],0.0,10.0,Bighit Entertainment,235779.0,0.0857,-5.308,0.0841,136.082,Go Go,8.0,0.759
0.115,Ahora,single,J Balvin,0.8,2018-02-26,0.793,0.0,"['latin', 'reggaeton']",0.000205,3.0,UMLE - Latino,254906.0,0.0815,-3.44,0.0678,87.987,Ahora,1.0,0.785
0.00835,"Come Over When You're Sober, Pt. 1",album,Lil Peep,0.521,2017-08-15,0.766,1.0,"['emo rap', 'underground hip hop']",0.0,3.0,Lil Peep,154814.0,0.155,-4.693,0.0409,74.987,Better Off (Dying),5.0,0.196
0.258,Last Year Was Complicated,album,Nick Jonas,0.667,2016-06-10,0.624,0.0,"['dance pop', 'pop', 'post-teen pop', 'r&b', 'viral pop']",0.0,6.0,Safehouse Records / Island Records,234213.0,0.145,-5.397,0.0698,124.012,Close,3.0,0.39
0.0464,Victory,album,Wisin,0.797,2017-12-01,0.804,0.0,"['latin', 'pop', 'reggaeton', 'tropical']",1.54e-05,1.0,Sony Music Latin,386333.0,0.317,-4.817,0.0711,91.973,Escápate Conmigo - Remix,16.0,0.451
0.455,iSpy (feat. Kodak Black),single,KYLE,0.776,2017-06-09,0.724,1.0,"['hip hop', 'pop', 'pop rap', 'rap']",0.0,7.0,Indie-Pop,227778.0,0.109,-4.874,0.216,74.987,iSpy (feat. Kodak Black),1.0,0.677
0.689,Coming Home,album,Leon Bridges,0.658,2015-06-15,0.179,0.0,"['modern blues', 'soul']",0.0,8.0,Columbia,238560.0,0.17,-10.866,0.0448,128.128,River,10.0,0.191
0.153,?,album,XXXTENTACION,0.819,2018-03-16,0.513,1.0,[],0.0,6.0,"Bad Vibes Forever, LLC",109556.0,0.138,-9.005,0.433,140.032,SMASH! - feat. PnB Rock,13.0,0.607
0.0303,Die Lit,album,Playboi Carti,0.754,2018-05-11,0.777,1.0,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0.0,7.0,AWGE Label,177026.0,0.362,-5.077,0.0665,75.98,Lean 4 Real (feat. Skepta),3.0,0.159
0.0868,Beautiful Trauma,album,P!nk,0.412,2017-10-13,0.619,1.0,"['dance pop', 'pop', 'post-teen pop']",2.55e-06,7.0,RCA Records Label,250053.0,0.4,-6.39,0.0725,95.977,Beautiful Trauma,1.0,0.234
0.0178,The Light,single,Jeremih,0.83,2018-06-08,0.577,1.0,"['dance pop', 'hip hop', 'indie r&b', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap music', 'urban contemporary']",8.15e-05,4.0,Def Jam Recordings./ Atlantic Recording Corporation,179653.0,0.0436,-5.156,0.256,92.973,The Light,1.0,0.63
0.447,Mars (feat. Lil Uzi Vert),single,Maxo Kream,0.818,2017-12-01,0.673,1.0,"['rap', 'southern hip hop', 'trap music', 'underground hip hop', 'vapor trap']",0.0,11.0,TSO Music Group / Kream Clicc,199863.0,0.111,-3.886,0.235,130.035,Mars (feat. Lil Uzi Vert),1.0,0.567
0.11,Glock Bond,album,Key Glock,0.867,2018-02-02,0.774,1.0,"['deep trap', 'rap', 'southern hip hop', 'trap music', 'vapor trap']",0.0,11.0,Paper Route Empire / Key Glock,142497.0,0.157,-5.791,0.315,130.007,Russian Cream,9.0,0.549
0.108,Get It Right,single,Diplo,0.456,2017-11-15,0.833,0.0,"['bmore', 'edm', 'moombahton', 'ninja', 'pop']",1.71e-05,0.0,Mad Decent,172500.0,0.0592,-4.242,0.0964,159.808,Get It Right,1.0,0.261
0.947,Better,album,Haley Reinhart,0.41,2016-04-29,0.0485,0.0,[],0.0,0.0,Ole Red Dot,173174.0,0.108,-13.918,0.038,137.97,Can't Help Falling in Love,4.0,0.247
0.88,dont smile at me,single,Billie Eilish,0.424,2017-12-22,0.118,0.0,['pop'],5.2e-05,9.0,Darkroom/Interscope Records,229425.0,0.0733,-15.227,0.0453,130.537,hostage,8.0,0.0397
0.528,Lo Prometido Es Deuda Vol.2,album,El de La Guitarra,0.793,2018-01-31,0.572,0.0,[],0.0,9.0,Rancho Humilde,202124.0,0.158,-8.435,0.0368,119.955,El Monstro 7,5.0,0.909
0.0567,BOOMIVERSE,album,Big Boi,0.849,2017-06-16,0.823,1.0,"['dirty south rap', 'hip hop', 'pop rap', 'southern hip hop']",0.0,4.0,Purple Ribbon/HITCO,241898.0,0.0855,-4.563,0.0441,135.929,All Night,6.0,0.846
0.681,Biking,single,Frank Ocean,0.673,2017-04-10,0.463,1.0,"['hip hop', 'indie r&b', 'neo soul', 'pop', 'rap']",4.9e-06,2.0,Blonded,277520.0,0.0907,-7.247,0.191,147.981,Biking,1.0,0.268
0.0248,Pretender (feat. Lil Yachty & AJR),single,Steve Aoki,0.637,2018-05-18,0.778,0.0,"['big room', 'dance pop', 'edm', 'electro house', 'pop', 'tropical house']",0.0,5.0,"Ultra Records, LLC",188737.0,0.228,-3.642,0.0706,103.093,Pretender (feat. Lil Yachty & AJR),1.0,0.286
0.101,American Teen,album,Khalid,0.678,2017-04-27,0.575,0.0,"['indie r&b', 'pop']",9.38e-06,1.0,"Right Hand Music Group, LLC/RCA Records",241866.0,0.116,-7.086,0.123,100.007,Winter,11.0,0.367
0.000424,?,album,XXXTENTACION,0.695,2018-03-16,0.686,1.0,[],0.0023,9.0,"Bad Vibes Forever, LLC",93447.0,0.365,-8.147,0.0478,105.219,Floor 555,6.0,0.354
0.243,Nothing to Regret,single,Robinson,0.697,2018-02-23,0.521,1.0,[],0.0,5.0,Dryden Street,208485.0,0.189,-6.519,0.031,91.998,Nothing to Regret,1.0,0.331
0.62,Black Panther The Album Music From And Inspired By,album,Kendrick Lamar,0.459,2018-02-09,0.587,1.0,"['hip hop', 'pop rap', 'rap', 'west coast rap']",2.23e-06,1.0,Interscope,130613.0,0.268,-9.391,0.432,90.796,Black Panther,1.0,0.441
0.0681,RECKLESS,album,NAV,0.85,2018-05-18,0.566,1.0,"['canadian hip hop', 'pop', 'rap', 'trap music']",1.73e-06,7.0,Republic Records,181266.0,0.093,-8.18,0.091,126.985,Never Change,2.0,0.174
0.641,Me Acostumbre (feat. Bad Bunny),single,Arcangel,0.808,2017-04-11,0.586,1.0,"['latin', 'latin hip hop', 'reggaeton', 'trap latino', 'tropical']",0.0,10.0,Pina Records,263288.0,0.14,-7.242,0.169,124.041,Me Acostumbre (feat. Bad Bunny),1.0,0.568
0.00453,Happy Camper,album,Hoodie Allen,0.671,2016-01-22,0.699,0.0,"['indie pop rap', 'pop', 'pop rap', 'rap']",0.000277,6.0,"Hoodie Allen, LLC",188039.0,0.173,-4.224,0.0647,72.946,Surprise Party (feat. Blackbear),6.0,0.379
0.0353,No Te Hagas,single,Jory Boy,0.748,2017-03-11,0.69,0.0,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino', 'tropical']",0.0,0.0,Young Boss Entertainment,233250.0,0.315,-3.812,0.0477,131.972,No Te Hagas,1.0,0.433
0.805,Cheers To The Fall,album,Andra Day,0.398,2015-08-28,0.316,0.0,[],0.0,1.0,Warner Bros./Buskin,253342.0,0.295,-7.031,0.0368,118.582,Rise Up,11.0,0.174
0.0466,Flicker (Deluxe),album,Niall Horan,0.709,2017-10-20,0.571,0.0,"['pop', 'post-teen pop']",0.0,9.0,Capitol Records (US1A),185280.0,0.106,-7.617,0.0405,93.957,Seeing Blind,3.0,0.51
0.524,Hamilton (Original Broadway Cast Recording),compilation,Leslie Odom Jr.,0.609,2015-09-25,0.435,0.0,[],0.0,11.0,Atlantic Records,236737.0,0.118,-7.862,0.284,131.998,Alexander Hamilton,1.0,0.563
0.523,RAF,single,A$AP Mob,0.848,2017-05-22,0.663,1.0,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music', 'underground hip hop']",0.0,8.0,A$AP Worldwide/Polo Grounds Music/RCA Records,255413.0,0.108,-5.606,0.245,133.993,RAF,1.0,0.333
0.138,Everybody Mad,single,O.T. Genasis,0.858,2017-10-06,0.731,1.0,"['dwn trap', 'gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap music']",1.71e-05,2.0,The Conglomerate Entertainment/Atlantc Records,199390.0,0.0987,-4.121,0.0961,164.054,Everybody Mad,1.0,0.431
0.0929,Nervous System,album,Julia Michaels,0.592,2017-07-28,0.63,0.0,"['dance pop', 'pop', 'post-teen pop']",0.0,6.0,J/Republic,202346.0,0.167,-7.864,0.063,105.858,Worst In Me,3.0,0.285
0.158,Your Song,single,Rita Ora,0.855,2017-05-25,0.624,0.0,"['dance pop', 'edm', 'pop', 'post-teen pop', 'r&b', 'tropical house']",0.0,1.0,Atlantic Records UK,180757.0,0.0513,-4.093,0.0488,117.959,Your Song,1.0,0.962
0.357,H.E.R.,album,H.E.R.,0.44,2017-10-20,0.31,0.0,"['indie r&b', 'pop', 'r&b']",0.000363,4.0,RCA Records Label,225773.0,0.108,-13.487,0.259,172.672,Losing,1.0,0.149
0.116,FACE YOURSELF,album,BTS,0.62,2018-04-03,0.778,0.0,['k-pop'],0.0,8.0,Universal Music LLC,227413.0,0.312,-4.622,0.0724,147.012,Don't Leave Me,7.0,0.386
0.574,Groovy People,single,Marc E. Bassy,0.37,2016-08-05,0.444,0.0,"['indie r&b', 'pop', 'pop rap', 'r&b', 'rap']",0.0,10.0,Republic Records/Gee Roberson,206080.0,0.182,-8.209,0.185,76.091,Morning,4.0,0.363
0.289,Stoney (Deluxe),album,Post Malone,0.409,2016-12-09,0.562,1.0,"['pop', 'rap']",0.00293,0.0,Universal Records,249026.0,0.0837,-8.978,0.0942,140.058,Hit This Hard,16.0,0.356
0.0914,Brooklyn In The Summer,single,Aloe Blacc,0.656,2018-05-11,0.514,0.0,['pop rap'],0.0,5.0,Interscope,208214.0,0.058,-5.27,0.0672,120.073,Brooklyn In The Summer,1.0,0.818
0.285,You Can Count On Me,single,Ansel Elgort,0.615,2017-06-02,0.678,1.0,"['indie poptimism', 'pop', 'post-teen pop']",0.0,0.0,Island Records,246960.0,0.273,-5.223,0.0474,97.846,You Can Count On Me,1.0,0.34
0.134,Que Va,single,Alex Sensation,0.774,2017-08-04,0.828,0.0,[],0.0,0.0,JP Entertainment (Jorge Pino),238160.0,0.0601,-3.412,0.0502,90.993,Que Va,1.0,0.841
0.00365,Lil Pump,album,Lil Pump,0.934,2017-10-06,0.407,1.0,['rap'],0.0,0.0,Warner Bros.,192000.0,0.11,-8.058,0.345,140.024,Iced Out (feat. 2 Chainz),12.0,0.0793
0.0283,Yamborghini High,single,A$AP Mob,0.838,2016-01-29,0.765,1.0,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music', 'underground hip hop']",1.5e-05,7.0,A$AP Worldwide/Polo Grounds Music,302004.0,0.0779,-6.299,0.28,137.767,Yamborghini High,1.0,0.635
0.00872,Lil Boat 2,album,Lil Yachty,0.972,2018-03-09,0.482,1.0,"['pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0.0,8.0,"Quality Control Music, LLC",185883.0,0.149,-6.128,0.0703,125.014,BABY DADDY,16.0,0.0767
0.16,Mansionz,album,mansionz,0.824,2017-03-24,0.47,1.0,['pop'],0.0,1.0,Mansionz Profit Split,230878.0,0.15,-7.459,0.176,134.922,STFU,3.0,0.437
0.304,"After The Storm (feat. Tyler, The Creator & Bootsy Collins)",single,Kali Uchis,0.734,2018-01-12,0.657,0.0,"['colombian pop', 'indie r&b', 'pop']",0.000785,4.0,Virgin,207454.0,0.247,-6.625,0.128,79.533,"After The Storm (feat. Tyler, The Creator & Bootsy Collins)",1.0,0.814
0.446,Fénix,album,Nicky Jam,0.628,2017-01-20,0.69,0.0,"['latin', 'latin hip hop', 'pop', 'reggaeton', 'tropical']",0.0,8.0,Sony Music Latin,205906.0,0.112,-5.828,0.0511,179.911,El Perdón,21.0,0.662
0.398,Havana (Remix),single,Camila Cabello,0.751,2017-11-12,0.579,0.0,"['pop', 'post-teen pop']",2.28e-05,2.0,Syco Music/Epic,199095.0,0.133,-4.036,0.0321,105.031,Havana - Remix,1.0,0.349
0.572,American Teen,album,Khalid,0.78,2017-04-27,0.371,1.0,"['indie r&b', 'pop']",0.0,9.0,"Right Hand Music Group, LLC/RCA Records",204546.0,0.247,-6.705,0.0559,108.003,Let's Go,8.0,0.43
0.628,Freudian,album,Daniel Caesar,0.463,2017-08-25,0.427,0.0,"['indie r&b', 'pop']",0.000565,8.0,Golden Child Recordings,231267.0,0.0911,-9.799,0.0549,116.059,Hold Me Down,3.0,0.231
0.0702,Want Her,single,Mustard,0.831,2017-03-06,0.62,1.0,"['pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0.000779,5.0,Roc Nation/Interscope Records,275560.0,0.111,-6.236,0.0452,101.029,Want Her,1.0,0.396
0.39,Life of a Dark Rose,album,Lil Skies,0.743,2017-12-12,0.76,1.0,"['rap', 'trap music']",0.0,0.0,All We Got Ent.,178131.0,0.176,-8.484,0.106,142.027,Signs of Jealousy,6.0,0.787
0.0362,Three Little Birds,single,Maroon 5,0.711,2018-06-09,0.653,0.0,"['dance pop', 'pop']",0.00482,9.0,Interscope Records*,201167.0,0.149,-7.501,0.0776,156.051,Three Little Birds,1.0,0.551
0.0668,TrapXficante,album,Farruko,0.708,2017-09-15,0.56,1.0,"['latin', 'latin hip hop', 'reggaeton', 'trap latino', 'tropical']",0.0,9.0,Sony Music Latin,230520.0,0.111,-7.132,0.129,163.043,Krippy Kush,3.0,0.411
0.0431,Pineapple,single,Karol G,0.786,2018-03-02,0.667,0.0,"['latin', 'pop', 'reggaeton', 'tropical']",3.52e-06,4.0,UMLE - Latino,178346.0,0.393,-4.835,0.066,94.94,Pineapple,1.0,0.679
0.0272,Say Amen for Silver Linings,single,Panic! At The Disco,0.577,2018-03-21,0.939,1.0,"['emo', 'modern rock', 'pop punk', 'vegas indie']",0.0,1.0,DCD2 / Fueled By Ramen,168613.0,0.24,-1.352,0.108,105.092,(Fuck A) Silver Lining,2.0,0.714
0.299,Pitch Perfect 2 - Special Edition (Original Motion Picture Soundtrack),compilation,Hailee Steinfeld,0.51,2015-05-12,0.602,0.0,"['dance pop', 'pop', 'post-teen pop']",0.0,3.0,Universal Music Group,178320.0,0.126,-6.317,0.0616,148.077,"Flashlight (Sweet Life Mix) - From ""Pitch Perfect 2"" Soundtrack",24.0,0.308
0.0629,Trust Fund Baby,single,Why Don't We,0.624,2018-02-01,0.785,0.0,"['boy band', 'pop', 'post-teen pop', 'teen pop']",0.0,8.0,Atlantic Records,184460.0,0.135,-3.337,0.0498,163.929,Trust Fund Baby,1.0,0.593
0.000613,Got Your Six (Deluxe),album,Five Finger Death Punch,0.543,2015-09-04,0.965,1.0,"['alternative metal', 'groove metal', 'nu metal', 'post-grunge']",9.97e-06,6.0,Prospect Park,206894.0,0.0883,-4.038,0.0963,155.019,Jekyll and Hyde,2.0,0.715
0.222,Don't Leave,single,Snakehips,0.657,2017-01-06,0.703,1.0,"['dance pop', 'edm', 'indie poptimism', 'pop', 'post-teen pop', 'tropical house']",0.0,1.0,Hoffman West/Columbia,214693.0,0.256,-3.402,0.0753,122.381,Don't Leave,1.0,0.338
0.0467,Harder Than Ever,album,Lil Baby,0.713,2018-05-18,0.495,1.0,"['rap', 'southern hip hop', 'trap music']",0.0,5.0,"Quality Control Music, LLC",195635.0,0.215,-6.885,0.11,130.044,Never Needed No Help,17.0,0.426
0.072,Smoke + Mirrors (Deluxe),album,Imagine Dragons,0.361,2015-10-30,0.855,0.0,"['modern rock', 'vegas indie']",0.00163,4.0,Universal Music Group,170066.0,0.243,-6.145,0.0708,77.998,Warriors,18.0,0.307
0.501,I Wanna Know,single,RL Grime,0.432,2018-03-16,0.85,0.0,"['aussietronica', 'bass trap', 'brostep', 'edm', 'electro house', 'electronic trap', 'moombahton', 'vapor twitch']",6.59e-06,10.0,WeDidIt Records,206727.0,0.203,-4.417,0.0771,82.607,I Wanna Know,1.0,0.109
0.984,Departure,album,August Wilhelmsson,0.156,2016-06-07,0.138,0.0,['focus'],0.953,0.0,August Wilhelmsson,151511.0,0.0983,-19.958,0.0362,68.062,Somewhere In Between,6.0,0.0386
0.265,Ahora Dice (Real Hasta La Muerte Remix),single,Chris Jeday,0.742,2018-02-12,0.675,1.0,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino', 'tropical']",0.0,1.0,UMLE - Latino,275826.0,0.121,-5.729,0.289,144.048,Ahora Dice - Real Hasta La Muerte Remix,1.0,0.576
0.709,Moana (Original Motion Picture Soundtrack/Deluxe Edition),compilation,Christopher Jackson,0.629,2016-11-18,0.652,0.0,['hollywood'],0.0,4.0,Walt Disney Records,210320.0,0.172,-9.26,0.191,117.918,Where You Are,3.0,0.716
0.908,Graph Dreams,single,HI-FI CAMP,0.0,2017-01-18,0.616,0.0,[],0.388,1.0,Hi-Fi Camp,156805.0,0.11,-54.376,0.0,0.0,Cabin Sound,1.0,0.0
0.104,Dat $tick,single,Rich Brian,0.923,2016-03-11,0.508,1.0,"['indonesian hip hop', 'underground hip hop']",1.21e-05,1.0,CXSHXNLY,126666.0,0.126,-8.668,0.0468,108.039,Dat $tick,1.0,0.168
0.181,Expectations,single,Bebe Rexha,0.713,2018-04-13,0.592,0.0,"['dance pop', 'edm', 'pop', 'post-teen pop']",0.0,4.0,Warner Bros.,170296.0,0.338,-4.621,0.0272,106.013,2 Souls on Fire (feat. Quavo),2.0,0.619
0.353,Amantes de una Noche,single,Natti Natasha,0.567,2018-01-12,0.73,0.0,[],1.73e-06,9.0,Pina Records,225520.0,0.154,-6.748,0.213,87.237,Amantes de una Noche,1.0,0.525
0.224,Nation Of Two,album,Vance Joy,0.477,2018-02-23,0.712,0.0,['pop'],8.36e-06,7.0,Atlantic Records,224400.0,0.118,-6.759,0.0653,109.965,Like Gold,7.0,0.407
0.0961,This One's for You Too (Deluxe Edition),album,Luke Combs,0.522,2018-06-01,0.762,0.0,"['contemporary country', 'country road']",6.21e-06,9.0,River House Artists/Columbia Nashville,191986.0,0.395,-5.059,0.0362,143.868,"Houston, We Got a Problem",13.0,0.486
0.0434,"Come Over When You're Sober, Pt. 1",album,Lil Peep,0.265,2017-08-15,0.827,1.0,"['emo rap', 'underground hip hop']",0.0,7.0,Lil Peep,224053.0,0.117,-4.661,0.104,82.032,U Said,4.0,0.131
0.214,Living Single,single,Big Sean,0.717,2016-12-17,0.618,1.0,"['detroit hip hop', 'hip hop', 'indie r&b', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap music']",0.0,11.0,Getting Out Our Dreams Inc. (G.O.O.D.) Music / IDJ,276346.0,0.108,-5.419,0.315,79.862,Living Single,1.0,0.719
0.537,Insecure,single,Jazmine Sullivan,0.512,2017-08-04,0.511,1.0,"['dance pop', 'deep pop r&b', 'hip pop', 'indie r&b', 'neo soul', 'pop', 'r&b', 'urban contemporary']",0.0,7.0,RCA Records Label,218072.0,0.115,-4.412,0.324,88.816,Insecure,1.0,0.651
0.0864,Odisea,album,Ozuna,0.773,2017-08-25,0.757,0.0,"['reggaeton', 'trap latino']",3.73e-06,1.0,VP Records Corp/Dimelo Vi,226520.0,0.0727,-4.959,0.0526,88.006,Dile Que Tu Me Quieres,5.0,0.858
0.853,Freudian,album,Daniel Caesar,0.51,2017-08-25,0.363,0.0,"['indie r&b', 'pop']",0.0,5.0,Golden Child Recordings,254919.0,0.109,-8.635,0.0304,78.0,We Find Love,6.0,0.426
0.124,Moana (Original Motion Picture Soundtrack/Deluxe Edition),compilation,Alessia Cara,0.317,2016-11-18,0.562,0.0,"['dance pop', 'pop', 'post-teen pop']",0.000144,9.0,Walt Disney Records,175506.0,0.0667,-9.609,0.395,181.1,How Far I'll Go - Alessia Cara Version,13.0,0.132
0.0826,VIVES,album,Carlos Vives,0.742,2017-11-10,0.858,0.0,"['champeta', 'colombian pop', 'latin', 'latin pop', 'pop', 'reggaeton', 'tropical', 'vallenato']",0.0,10.0,Sony Music Latin,194742.0,0.364,-4.946,0.0483,95.049,Robarte un Beso,13.0,0.64
0.00907,ShorelineDoThatShit,album,Shoreline Mafia,0.833,2018-05-04,0.203,1.0,"['underground hip hop', 'vapor trap']",5.91e-06,10.0,Atlantic Records,161557.0,0.124,-12.456,0.211,100.023,Musty,13.0,0.04
0.433,Professional Rapper,album,Lil Dicky,0.685,2015-07-31,0.621,1.0,"['hip hop', 'pop', 'pop rap', 'rap']",0.0,11.0,CMSN,353959.0,0.607,-8.442,0.361,128.906,Professional Rapper (feat. Snoop Dogg),2.0,0.538
0.213,#Update,album,Yandel,0.757,2017-09-08,0.733,0.0,"['latin', 'latin hip hop', 'pop', 'reggaeton', 'tropical']",4.68e-06,6.0,Sony Music Latin,203666.0,0.288,-4.486,0.2,174.05,Sólo Mía,5.0,0.864
0.101,Drip Season 3,album,Gunna,0.859,2018-02-02,0.573,1.0,"['rap', 'southern hip hop', 'trap music', 'vapor trap']",0.0,7.0,Gunna,219816.0,0.0922,-6.24,0.387,150.003,Car Sick (feat. NAV & Metro Boomin),10.0,0.4
